"","worst_deal","better_deal","binary_target"
"326","6756290.0","8597734.0","1.0"
"327","8597734.0","6756290.0","0.0"
"328","6756290.0","8379645.0","1.0"
"329","8379645.0","6756290.0","0.0"
"330","6756290.0","5663559.0","1.0"
"331","5663559.0","6756290.0","0.0"
"332","6756290.0","8413492.0","1.0"
"333","8413492.0","6756290.0","0.0"
"334","6756290.0","8984512.0","1.0"
"335","8984512.0","6756290.0","0.0"
"336","6756290.0","6601918.0","1.0"
"337","6601918.0","6756290.0","0.0"
"338","6756290.0","11504059.0","1.0"
"339","11504059.0","6756290.0","0.0"
"340","6756290.0","11128327.0","1.0"
"341","11128327.0","6756290.0","0.0"
"342","10642424.0","12039411.0","1.0"
"343","12039411.0","10642424.0","0.0"
"344","10642424.0","10106328.0","1.0"
"345","10106328.0","10642424.0","0.0"
"346","10642424.0","10183442.0","1.0"
"347","10183442.0","10642424.0","0.0"
"348","10642424.0","11472869.0","1.0"
"349","11472869.0","10642424.0","0.0"
"350","10642424.0","10112367.0","1.0"
"351","10112367.0","10642424.0","0.0"
"352","10642424.0","7264929.0","1.0"
"353","7264929.0","10642424.0","0.0"
"354","10642424.0","6068934.0","1.0"
"355","6068934.0","10642424.0","0.0"
"356","10642424.0","7294741.0","1.0"
"357","7294741.0","10642424.0","0.0"
"358","10642424.0","8413492.0","1.0"
"359","8413492.0","10642424.0","0.0"
"360","10642424.0","8984512.0","1.0"
"361","8984512.0","10642424.0","0.0"
"362","10642424.0","6756290.0","1.0"
"363","6756290.0","10642424.0","0.0"
"364","10642424.0","5663559.0","1.0"
"365","5663559.0","10642424.0","0.0"
"366","10642424.0","7541851.0","1.0"
"367","7541851.0","10642424.0","0.0"
"368","10642424.0","10882677.0","1.0"
"369","10882677.0","10642424.0","0.0"
"370","10642424.0","11504059.0","1.0"
"371","11504059.0","10642424.0","0.0"
"372","10642424.0","8597734.0","1.0"
"373","8597734.0","10642424.0","0.0"
"374","10642424.0","8379645.0","1.0"
"375","8379645.0","10642424.0","0.0"
"376","10642424.0","6601918.0","1.0"
"377","6601918.0","10642424.0","0.0"
"378","10642424.0","11128327.0","1.0"
"379","11128327.0","10642424.0","0.0"
"380","7505653.0","6756290.0","1.0"
"381","6756290.0","7505653.0","0.0"
"382","7505653.0","7541851.0","1.0"
"383","7541851.0","7505653.0","0.0"
"384","7505653.0","7264929.0","1.0"
"385","7264929.0","7505653.0","0.0"
"386","7505653.0","7294741.0","1.0"
"387","7294741.0","7505653.0","0.0"
"388","7505653.0","10112367.0","1.0"
"389","10112367.0","7505653.0","0.0"
"390","7505653.0","10882677.0","1.0"
"391","10882677.0","7505653.0","0.0"
"392","7505653.0","6068934.0","1.0"
"393","6068934.0","7505653.0","0.0"
"394","7505653.0","10106328.0","1.0"
"395","10106328.0","7505653.0","0.0"
"396","7505653.0","12039411.0","1.0"
"397","12039411.0","7505653.0","0.0"
"398","7505653.0","8597734.0","1.0"
"399","8597734.0","7505653.0","0.0"
"400","7505653.0","8379645.0","1.0"
"401","8379645.0","7505653.0","0.0"
"402","7505653.0","10183442.0","1.0"
"403","10183442.0","7505653.0","0.0"
"404","7505653.0","10642424.0","1.0"
"405","10642424.0","7505653.0","0.0"
"406","7505653.0","11472869.0","1.0"
"407","11472869.0","7505653.0","0.0"
"408","7505653.0","5663559.0","1.0"
"409","5663559.0","7505653.0","0.0"
"410","7505653.0","8413492.0","1.0"
"411","8413492.0","7505653.0","0.0"
"412","7505653.0","6601918.0","1.0"
"413","6601918.0","7505653.0","0.0"
"414","7505653.0","8984512.0","1.0"
"415","8984512.0","7505653.0","0.0"
"416","7505653.0","11504059.0","1.0"
"417","11504059.0","7505653.0","0.0"
"418","7505653.0","11128327.0","1.0"
"419","11128327.0","7505653.0","0.0"
"420","6317107.0","11128327.0","1.0"
"421","11128327.0","6317107.0","0.0"
"422","6317107.0","11504059.0","1.0"
"423","11504059.0","6317107.0","0.0"
"424","6317107.0","8984512.0","1.0"
"425","8984512.0","6317107.0","0.0"
"426","6317107.0","8413492.0","1.0"
"427","8413492.0","6317107.0","0.0"
"428","6317107.0","5663559.0","1.0"
"429","5663559.0","6317107.0","0.0"
"430","6317107.0","11472869.0","1.0"
"431","11472869.0","6317107.0","0.0"
"432","6317107.0","10183442.0","1.0"
"433","10183442.0","6317107.0","0.0"
"434","6317107.0","10642424.0","1.0"
"435","10642424.0","6317107.0","0.0"
"436","6317107.0","12039411.0","1.0"
"437","12039411.0","6317107.0","0.0"
"438","6317107.0","10106328.0","1.0"
"439","10106328.0","6317107.0","0.0"
"440","6317107.0","10112367.0","1.0"
"441","10112367.0","6317107.0","0.0"
"442","6317107.0","7264929.0","1.0"
"443","7264929.0","6317107.0","0.0"
"444","6317107.0","6068934.0","1.0"
"445","6068934.0","6317107.0","0.0"
"446","6317107.0","7294741.0","1.0"
"447","7294741.0","6317107.0","0.0"
"448","6317107.0","6756290.0","1.0"
"449","6756290.0","6317107.0","0.0"
"450","6317107.0","7505653.0","1.0"
"451","7505653.0","6317107.0","0.0"
"452","6317107.0","7541851.0","1.0"
"453","7541851.0","6317107.0","0.0"
"454","6317107.0","10882677.0","1.0"
"455","10882677.0","6317107.0","0.0"
"456","6317107.0","8597734.0","1.0"
"457","8597734.0","6317107.0","0.0"
"458","6317107.0","8379645.0","1.0"
"459","8379645.0","6317107.0","0.0"
"460","10325957.0","7294741.0","1.0"
"461","7294741.0","10325957.0","0.0"
"462","10325957.0","7505653.0","1.0"
"463","7505653.0","10325957.0","0.0"
"464","10325957.0","7541851.0","1.0"
"465","7541851.0","10325957.0","0.0"
"466","10325957.0","7264929.0","1.0"
"467","7264929.0","10325957.0","0.0"
"468","10325957.0","6068934.0","1.0"
"469","6068934.0","10325957.0","0.0"
"470","10325957.0","6756290.0","1.0"
"471","6756290.0","10325957.0","0.0"
"472","10325957.0","10112367.0","1.0"
"473","10112367.0","10325957.0","0.0"
"474","10325957.0","10106328.0","1.0"
"475","10106328.0","10325957.0","0.0"
"476","10325957.0","12039411.0","1.0"
"477","12039411.0","10325957.0","0.0"
"478","10325957.0","10882677.0","1.0"
"479","10882677.0","10325957.0","0.0"
"480","10325957.0","10642424.0","1.0"
"481","10642424.0","10325957.0","0.0"
"482","10325957.0","8597734.0","1.0"
"483","8597734.0","10325957.0","0.0"
"484","10325957.0","10183442.0","1.0"
"485","10183442.0","10325957.0","0.0"
"486","10325957.0","8379645.0","1.0"
"487","8379645.0","10325957.0","0.0"
"488","10325957.0","11472869.0","1.0"
"489","11472869.0","10325957.0","0.0"
"490","10325957.0","5663559.0","1.0"
"491","5663559.0","10325957.0","0.0"
"492","10325957.0","8413492.0","1.0"
"493","8413492.0","10325957.0","0.0"
"494","10325957.0","8984512.0","1.0"
"495","8984512.0","10325957.0","0.0"
"496","10325957.0","6601918.0","1.0"
"497","6601918.0","10325957.0","0.0"
"498","10325957.0","11504059.0","1.0"
"499","11504059.0","10325957.0","0.0"
"500","9956199.0","10642424.0","1.0"
"501","10642424.0","9956199.0","0.0"
"502","9956199.0","10183442.0","1.0"
"503","10183442.0","9956199.0","0.0"
"504","9956199.0","11472869.0","1.0"
"505","11472869.0","9956199.0","0.0"
"506","9956199.0","10112367.0","1.0"
"507","10112367.0","9956199.0","0.0"
"508","9956199.0","10106328.0","1.0"
"509","10106328.0","9956199.0","0.0"
"510","9956199.0","12039411.0","1.0"
"511","12039411.0","9956199.0","0.0"
"512","9956199.0","7264929.0","1.0"
"513","7264929.0","9956199.0","0.0"
"514","9956199.0","6068934.0","1.0"
"515","6068934.0","9956199.0","0.0"
"516","9956199.0","7294741.0","1.0"
"517","7294741.0","9956199.0","0.0"
"518","9956199.0","8413492.0","1.0"
"519","8413492.0","9956199.0","0.0"
"520","9956199.0","6756290.0","1.0"
"521","6756290.0","9956199.0","0.0"
"522","9956199.0","8984512.0","1.0"
"523","8984512.0","9956199.0","0.0"
"524","9956199.0","5663559.0","1.0"
"525","5663559.0","9956199.0","0.0"
"526","9956199.0","10325957.0","1.0"
"527","10325957.0","9956199.0","0.0"
"528","9956199.0","7505653.0","1.0"
"529","7505653.0","9956199.0","0.0"
"530","9956199.0","7541851.0","1.0"
"531","7541851.0","9956199.0","0.0"
"532","9956199.0","10882677.0","1.0"
"533","10882677.0","9956199.0","0.0"
"534","9956199.0","11504059.0","1.0"
"535","11504059.0","9956199.0","0.0"
"536","9956199.0","8597734.0","1.0"
"537","8597734.0","9956199.0","0.0"
"538","9956199.0","8379645.0","1.0"
"539","8379645.0","9956199.0","0.0"
"540","10569851.0","6601918.0","1.0"
"541","6601918.0","10569851.0","0.0"
"542","10569851.0","8379645.0","1.0"
"543","8379645.0","10569851.0","0.0"
"544","10569851.0","8597734.0","1.0"
"545","8597734.0","10569851.0","0.0"
"546","10569851.0","10882677.0","1.0"
"547","10882677.0","10569851.0","0.0"
"548","10569851.0","7541851.0","1.0"
"549","7541851.0","10569851.0","0.0"
"550","10569851.0","7505653.0","1.0"
"551","7505653.0","10569851.0","0.0"
"552","10569851.0","10325957.0","1.0"
"553","10325957.0","10569851.0","0.0"
"554","10569851.0","6756290.0","1.0"
"555","6756290.0","10569851.0","0.0"
"556","10569851.0","7294741.0","1.0"
"557","7294741.0","10569851.0","0.0"
"558","10569851.0","7264929.0","1.0"
"559","7264929.0","10569851.0","0.0"
"560","10569851.0","6068934.0","1.0"
"561","6068934.0","10569851.0","0.0"
"562","10569851.0","10112367.0","1.0"
"563","10112367.0","10569851.0","0.0"
"564","10569851.0","10106328.0","1.0"
"565","10106328.0","10569851.0","0.0"
"566","10569851.0","12039411.0","1.0"
"567","12039411.0","10569851.0","0.0"
"568","10569851.0","9956199.0","1.0"
"569","9956199.0","10569851.0","0.0"
"570","10569851.0","10642424.0","1.0"
"571","10642424.0","10569851.0","0.0"
"572","10569851.0","10183442.0","1.0"
"573","10183442.0","10569851.0","0.0"
"574","10569851.0","11472869.0","1.0"
"575","11472869.0","10569851.0","0.0"
"576","10569851.0","5663559.0","1.0"
"577","5663559.0","10569851.0","0.0"
"578","10569851.0","8413492.0","1.0"
"579","8413492.0","10569851.0","0.0"
"580","9685830.0","10882677.0","1.0"
"581","10882677.0","9685830.0","0.0"
"582","9685830.0","7541851.0","1.0"
"583","7541851.0","9685830.0","0.0"
"584","9685830.0","8597734.0","1.0"
"585","8597734.0","9685830.0","0.0"
"586","9685830.0","7505653.0","1.0"
"587","7505653.0","9685830.0","0.0"
"588","9685830.0","8379645.0","1.0"
"589","8379645.0","9685830.0","0.0"
"590","9685830.0","10325957.0","1.0"
"591","10325957.0","9685830.0","0.0"
"592","9685830.0","6756290.0","1.0"
"593","6756290.0","9685830.0","0.0"
"594","9685830.0","7294741.0","1.0"
"595","7294741.0","9685830.0","0.0"
"596","9685830.0","7264929.0","1.0"
"597","7264929.0","9685830.0","0.0"
"598","9685830.0","6068934.0","1.0"
"599","6068934.0","9685830.0","0.0"
"600","9685830.0","10112367.0","1.0"
"601","10112367.0","9685830.0","0.0"
"602","9685830.0","10569851.0","1.0"
"603","10569851.0","9685830.0","0.0"
"604","9685830.0","10106328.0","1.0"
"605","10106328.0","9685830.0","0.0"
"606","9685830.0","12039411.0","1.0"
"607","12039411.0","9685830.0","0.0"
"608","9685830.0","6601918.0","1.0"
"609","6601918.0","9685830.0","0.0"
"610","9685830.0","9956199.0","1.0"
"611","9956199.0","9685830.0","0.0"
"612","9685830.0","10642424.0","1.0"
"613","10642424.0","9685830.0","0.0"
"614","9685830.0","10183442.0","1.0"
"615","10183442.0","9685830.0","0.0"
"616","9685830.0","11472869.0","1.0"
"617","11472869.0","9685830.0","0.0"
"618","9685830.0","5663559.0","1.0"
"619","5663559.0","9685830.0","0.0"
"620","8491027.0","7264929.0","1.0"
"621","7264929.0","8491027.0","0.0"
"622","8491027.0","7294741.0","1.0"
"623","7294741.0","8491027.0","0.0"
"624","8491027.0","10325957.0","1.0"
"625","10325957.0","8491027.0","0.0"
"626","8491027.0","6756290.0","1.0"
"627","6756290.0","8491027.0","0.0"
"628","8491027.0","10112367.0","1.0"
"629","10112367.0","8491027.0","0.0"
"630","8491027.0","7505653.0","1.0"
"631","7505653.0","8491027.0","0.0"
"632","8491027.0","6068934.0","1.0"
"633","6068934.0","8491027.0","0.0"
"634","8491027.0","10106328.0","1.0"
"635","10106328.0","8491027.0","0.0"
"636","8491027.0","7541851.0","1.0"
"637","7541851.0","8491027.0","0.0"
"638","8491027.0","12039411.0","1.0"
"639","12039411.0","8491027.0","0.0"
"640","8491027.0","9956199.0","1.0"
"641","9956199.0","8491027.0","0.0"
"642","8491027.0","10642424.0","1.0"
"643","10642424.0","8491027.0","0.0"
"644","8491027.0","9685830.0","1.0"
"645","9685830.0","8491027.0","0.0"
"646","8491027.0","10183442.0","1.0"
"647","10183442.0","8491027.0","0.0"
"648","8491027.0","10882677.0","1.0"
"649","10882677.0","8491027.0","0.0"
"650","8491027.0","11472869.0","1.0"
"651","11472869.0","8491027.0","0.0"
"652","8491027.0","8597734.0","1.0"
"653","8597734.0","8491027.0","0.0"
"654","8491027.0","8379645.0","1.0"
"655","8379645.0","8491027.0","0.0"
"656","8491027.0","5663559.0","1.0"
"657","5663559.0","8491027.0","0.0"
"658","8491027.0","8413492.0","1.0"
"659","8413492.0","8491027.0","0.0"
"660","6870822.0","7505653.0","1.0"
"661","7505653.0","6870822.0","0.0"
"662","6870822.0","6756290.0","1.0"
"663","6756290.0","6870822.0","0.0"
"664","6870822.0","8491027.0","1.0"
"665","8491027.0","6870822.0","0.0"
"666","6870822.0","10325957.0","1.0"
"667","10325957.0","6870822.0","0.0"
"668","6870822.0","9685830.0","1.0"
"669","9685830.0","6870822.0","0.0"
"670","6870822.0","7541851.0","1.0"
"671","7541851.0","6870822.0","0.0"
"672","6870822.0","10112367.0","1.0"
"673","10112367.0","6870822.0","0.0"
"674","6870822.0","7264929.0","1.0"
"675","7264929.0","6870822.0","0.0"
"676","6870822.0","10882677.0","1.0"
"677","10882677.0","6870822.0","0.0"
"678","6870822.0","7294741.0","1.0"
"679","7294741.0","6870822.0","0.0"
"680","6870822.0","6068934.0","1.0"
"681","6068934.0","6870822.0","0.0"
"682","6870822.0","10106328.0","1.0"
"683","10106328.0","6870822.0","0.0"
"684","6870822.0","10183442.0","1.0"
"685","10183442.0","6870822.0","0.0"
"686","6870822.0","12039411.0","1.0"
"687","12039411.0","6870822.0","0.0"
"688","6870822.0","9956199.0","1.0"
"689","9956199.0","6870822.0","0.0"
"690","6870822.0","8597734.0","1.0"
"691","8597734.0","6870822.0","0.0"
"692","6870822.0","8379645.0","1.0"
"693","8379645.0","6870822.0","0.0"
"694","6870822.0","10642424.0","1.0"
"695","10642424.0","6870822.0","0.0"
