"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","sequence_length","seq_start"
"7514433","182.0","179.0","177.0","177.0","177.0","189.43","189.42","197.0","189.42","197.0","189.42","195.0","194.0","197.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","189.0","191.21","189.0","189.0","189.0","189.0","189.0","191.21","191.21","191.21","191.21","190.0","190.0","190.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","185.0","186.0","186.0","186.0","186.0","186.0","186.0","186.0","183.0","183.0","183.0","183.0","183.0","183.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","172.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","169.0","174.63","174.41","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","174.0","173.98","173.98","173.98","173.98","173.98","173.98","173.95","173.93","173.93","173.93","173.93","173.9","173.9","173.84","173.79","173.79","173.79","173.75","173.72","173.5","169.0","168.89","165.0","163.99","163.9","163.8","163.75","163.42","163.24","163.12","163.12","163.03","162.99","162.86","162.73","161.0","161.0","160.77","160.0","159.98","159.96","159.96","159.88","159.84","159.32","159.22","158.53","157.77","158.1","156.0","156.0","156.0","156.0","156.0","152.0","152.0","152.0","152.0","150.9","147.0","147.0","147.0","156.0","156.0","156.0","156.0","156.0","156.0","146.93","210","0"
"9173758","65.0","64.76","64.99","64.9","64.98","64.9","64.9","64.98","64.98","64.0","63.98","64.0","64.0","64.0","64.0","64.0","64.0","64.9","64.0","64.0","64.0","64.0","63.89","63.7","61.0","61.0","61.0","61.0","60.99","59.8","59.0","59.0","58.9","58.9","58.9","58.9","51.41","59.0","59.0","59.0","59.99","59.0","63.88","63.98","63.9","63.9","64.0","63.98","64.0","65.0","65.0","64.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","69.0","69.0","69.0","69.0","64.0","63.98","63.98","63.9","63.74","63.33","62.92","62.45","62.05","58.64","58.24","57.8","57.4","56.98","56.57","63.44","63.44","58.89","58.85","58.85","58.84","58.84","58.84","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.7","63.69","63.69","63.69","63.69","63.69","63.69","58.9","58.9","58.9","58.9","63.64","63.6","63.55","63.54","63.54","63.54","63.54","63.54","63.53","63.5","63.44","63.0","62.51","62.12","61.68","55.64","61.17","60.78","60.38","59.9","59.35","58.9","58.4","57.99","57.99","57.99","57.99","57.99","57.99","57.99","57.99","58.0","58.0","58.0","58.0","58.0","57.99","57.99","57.99","57.99","57.99","57.99","57.99","58.0","58.0","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.9","57.87","57.87","57.8","57.73","57.59","57.49","57.25","57.23","57.23","57.2","57.13","56.97","56.97","56.97","56.9","56.35","61.9","61.9","62.0","62.0","62.0","62.0","62.0","62.0","61.76","60.66","59.95","58.83","57.85","56.88","56.3","55.9","55.5","54.84","54.37","53.3","53.3","53.3","53.3","48.55","210","0"
"9188134","177.2","177.2","177.2","177.2","177.2","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","166.5","167.9","167.9","205.0","167.9","167.89","167.9","167.9","167.9","167.9","167.9","167.9","205.0","205.0","205.0","209.0","209.0","229.4","229.4","229.4","167.9","167.9","167.9","167.9","229.4","167.9","165.0","165.0","165.0","165.0","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","167.9","170.0","168.1","167.9","167.9","167.9","167.5","166.8","166.5","166.3","165.89","165.89","165.89","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","165.5","219.0","162.0","161.5","161.5","219.0","219.0","219.0","220.72","220.72","220.72","220.72","220.72","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","168.9","169.4","169.4","169.4","169.4","212.04","212.04","212.04","212.0","188.48","179.9","169.9","169.9","169.9","169.9","169.9","169.9","169.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","164.9","188.48","188.48","188.48","188.48","195.11","195.11","195.11","195.11","195.11","195.11","195.11","214.52","214.52","214.52","200.14","200.14","200.14","200.14","214.52","214.52","214.52","214.52","214.52","214.52","214.52","214.52","214.52","200.14","187.0","179.0","179.0","179.0","179.0","179.0","179.0","179.0","173.0","179.0","179.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","171.0","210","0"
"9272109","238.15","238.8","239.0","239.0","239.0","238.65","238.5","238.47","238.4","238.4","238.25","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","237.15","237.12","236.9","236.5","236.2","236.51","236.5","236.21","236.21","236.0","236.0","236.0","235.8","235.8","235.8","235.61","235.5","235.5","234.9","234.85","234.81","234.4","234.0","233.81","233.81","233.4","233.4","233.35","233.0","232.0","268.5","268.5","232.38","232.3","243.0","242.89","242.89","242.89","242.0","241.88","240.5","238.0","236.8","235.81","234.3","232.8","232.61","231.8","230.55","229.5","229.68","229.0","229.0","229.48","229.48","229.48","229.45","229.45","229.0","229.0","229.0","228.95","239.45","239.5","239.4","238.95","238.65","238.6","238.01","237.5","237.45","219.54","236.4","236.4","236.35","236.0","235.85","235.55","235.1","234.4","234.4","234.2","234.15","233.95","230.0","229.95","229.95","229.95","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","228.0","227.95","226.0","226.0","225.95","224.0","223.95","221.0","220.95","220.8","220.8","219.0","218.9","216.0","216.0","215.9","215.5","211.0","211.0","210.9","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","211.0","215.0","218.95","209.9","215.9","215.9","215.9","219.0","215.9","215.85","192.15","215.6","215.6","215.5","215.5","218.9","218.7","218.7","218.6","218.6","218.5","218.2","218.25","218.0","218.0","212.04","211.65","210.1","206.9","206.0","204.5","200.7","199.9","199.0","196.9","195.5","191.5","190.75","188.7","188.1","187.15","186.9","186.0","184.48","184.3","184.12","183.9","183.9","183.9","183.9","182.99","210","0"
"8909629","105.95","106.0","106.0","106.0","107.9","109.0","110.95","111.1","107.34","113.9","113.9","113.84","113.76","113.35","113.05","112.83","112.47","111.92","111.9","111.75","111.2","110.79","110.34","109.89","109.47","108.98","108.61","108.18","107.73","107.34","107.8","107.5","108.0","107.0","107.99","109.89","110.0","116.0","116.0","116.0","115.95","110.0","116.0","116.7","116.6","116.23","115.88","116.84","116.88","117.0","117.0","117.0","117.0","109.9","117.0","114.9","109.9","114.9","114.0","114.0","114.0","109.9","110.0","110.0","110.0","110.0","110.0","110.0","109.9","109.7","109.5","108.97","108.43","107.94","107.44","106.5","105.79","105.15","104.05","103.49","102.69","102.19","101.44","100.95","100.74","101.5","101.58","101.93","101.6","102.69","102.58","102.15","102.0","101.6","101.15","100.85","101.94","101.94","101.94","101.88","101.8","101.6","101.58","101.45","101.3","101.19","101.0","100.9","100.91","100.89","100.87","100.79","100.6","100.13","99.59","99.08","98.64","98.0","97.3","96.79","96.2","95.68","94.99","94.59","94.2","94.0","93.94","93.9","93.94","93.94","93.94","93.94","93.94","93.94","93.9","93.94","93.94","93.94","93.94","93.12","93.94","93.12","93.12","93.94","92.39","93.93","92.34","92.28","92.28","92.28","92.39","92.39","93.93","93.95","93.94","97.25","96.55","96.1","95.69","91.83","94.96","94.65","93.96","93.4","92.72","92.33","91.85","91.47","91.11","90.75","90.19","89.79","89.19","88.75","92.85","92.1","91.99","90.96","89.55","89.78","89.75","90.5","90.65","90.49","90.45","95.0","95.0","94.95","94.37","94.8","94.11","94.08","94.95","94.89","94.5","94.5","94.8","95.0","95.05","94.89","94.88","95.05","94.85","94.85","89.95","94.9","94.9","94.9","94.9","95.3","210","0"
"9685830","229.0","228.3","228.3","228.3","216.5","215.0","214.9","214.9","199.0","199.0","215.0","215.0","215.0","215.0","199.0","215.0","215.0","215.0","279.0","215.0","215.0","215.0","215.0","215.0","215.0","215.0","215.0","215.0","215.0","215.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","249.0","248.0","248.0","229.0","229.0","229.0","229.0","229.0","248.0","248.0","229.0","229.0","229.0","229.0","229.0","229.0","229.0","229.0","229.0","229.0","229.0","229.0","229.0","229.0","215.0","215.0","229.0","229.0","215.0","215.0","190.0","190.0","190.0","190.0","190.0","229.0","215.0","215.0","229.0","229.0","229.0","229.0","229.0","219.0","219.0","219.0","219.0","219.0","219.0","199.0","190.0","190.0","229.0","229.0","229.0","229.0","235.0","235.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.0","241.9","241.9","245.0","245.0","245.0","245.0","245.0","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","199.9","193.0","241.9","241.9","241.9","241.9","241.9","189.9","189.9","189.9","189.9","189.9","241.9","241.9","241.9","189.9","189.9","175.0","189.9","189.9","175.0","189.9","175.0","175.0","189.9","189.9","175.0","189.9","181.0","189.9","181.0","181.0","181.0","181.0","181.0","181.0","189.9","181.0","181.0","181.0","181.0","189.9","181.0","181.0","181.0","181.0","181.0","181.0","181.0","181.0","210","0"
"7504732","635.95","633.75","632.5","632.5","632.35","632.35","633.9","632.9","632.0","630.95","629.29","629.15","627.5","624.98","624.9","627.0","627.0","627.0","627.0","627.0","627.0","626.0","625.5","624.93","624.24","624.22","624.0","623.95","623.8","623.7","623.7","623.7","623.6","623.6","623.6","647.8","647.4","647.0","644.98","644.98","644.9","644.79","644.11","643.0","644.98","644.98","644.98","644.98","644.98","644.98","644.98","644.98","644.98","644.98","648.0","648.0","648.9","650.0","649.81","649.7","649.7","649.7","649.61","649.6","649.6","649.6","649.6","649.6","654.7","655.0","655.03","655.03","655.03","655.03","667.0","645.99","655.03","655.02","655.02","655.02","655.02","655.02","655.02","665.75","665.75","665.75","665.75","665.75","665.8","666.1","666.5","666.45","666.35","666.35","666.35","665.9","665.8","665.0","663.85","661.85","649.0","647.0","644.85","641.9","639.0","638.44","636.0","635.0","633.74","633.8","632.59","631.0","626.74","622.84","620.74","617.5","616.94","614.9","613.9","609.0","609.0","608.5","608.0","612.0","612.0","611.5","611.4","611.0","610.4","610.2","610.0","609.95","611.45","611.83","611.75","611.9","611.83","611.92","633.3","632.0","631.3","631.65","631.0","628.78","628.15","626.5","625.6","623.3","620.0","619.45","619.0","617.9","617.7","616.9","616.0","615.95","614.0","613.0","612.9","612.8","612.5","611.95","611.5","611.8","611.8","611.8","611.8","611.8","611.8","613.9","613.9","613.9","622.0","650.0","650.0","622.0","622.0","637.0","637.0","622.0","622.0","622.0","621.9","621.9","621.9","621.9","621.9","622.0","627.01","626.45","621.9","621.9","621.9","621.9","621.9","621.0","621.0","618.9","617.5","613.84","609.9","609.9","609.06","606.5","606.5","605.57","605.57","605.57","605.57","602.5","210","0"
"9898913","248.8","247.55","246.25","245.25","244.2","242.55","240.7","239.05","237.28","235.69","234.34","232.78","231.14","229.74","228.44","227.04","225.59","224.08","222.73","221.21","226.2","226.2","226.2","226.2","226.2","226.08","226.03","224.54","223.29","222.07","220.77","219.28","217.98","216.73","216.33","215.98","215.53","215.53","215.53","215.53","221.0","231.02","225.81","226.0","231.26","230.86","230.46","229.73","231.31","231.31","231.31","231.31","231.0","230.81","230.81","230.81","231.0","230.81","230.81","230.81","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","230.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","231.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","235.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","260.83","260.83","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","240.0","239.99","239.94","239.47","238.54","238.3","237.9","237.5","237.1","236.7","236.3","235.65","235.45","235.05","234.7","234.3","233.85","233.4","232.95","232.55","232.05","231.75","231.35","230.95","230.55","230.15","229.8","229.8","229.8","229.8","230.0","210","0"
"8913842","233.0","212.9","212.9","212.9","219.9","233.0","225.0","233.0","230.0","229.9","219.9","219.9","219.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.9","226.0","226.0","226.0","226.0","226.0","226.0","226.0","226.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","225.0","224.8","222.62","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.0","222.62","224.8","224.8","224.8","222.62","222.62","222.62","223.0","222.62","222.62","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.6","222.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","221.0","220.0","220.0","219.0","215.0","215.0","215.0","215.0","215.0","215.0","214.0","213.98","213.98","213.97","213.97","213.96","213.96","213.95","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","211.5","210.0","209.96","209.95","209.94","209.93","209.93","209.93","209.92","209.91","207.95","207.9","207.88","207.85","207.84","207.84","207.83","207.82","207.8","207.75","207.7","207.72","207.7","207.4","206.88","206.75","206.53","206.3","206.29","206.29","206.25","206.15","205.89","205.75","205.65","205.65","205.5","205.39","205.25","205.1","204.89","204.79","204.79","204.78","204.66","203.0","202.85","203.0","202.95","202.95","202.95","202.95","203.0","202.95","202.95","202.95","202.95","202.95","202.95","203.0","202.95","201.9","199.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","198.0","197.0","210","0"
"9995201","78.1","78.09","78.1","78.1","78.5","78.1","78.5","78.5","78.5","79.0","78.97","78.98","75.98","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.9","78.88","76.99","76.0","76.0","76.0","75.9","75.87","75.86","75.76","75.0","74.99","74.99","74.5","74.49","74.2","74.0","74.0","74.0","74.1","74.0","74.0","73.99","73.9","73.89","73.8","73.79","73.78","73.77","73.77","73.77","73.76","73.76","73.75","73.74","73.7","73.69","73.65","73.62","73.61","73.1","73.1","72.9","72.89","72.88","72.84","72.79","72.79","72.75","72.74","72.74","72.19","72.18","71.98","71.97","71.94","71.8","71.4","70.0","69.99","69.98","69.97","69.95","69.79","69.29","68.85","68.46","68.01","67.55","67.18","66.74","66.32","71.89","71.89","71.88","71.85","70.9","70.9","70.9","71.5","71.49","71.49","71.49","71.49","71.49","71.49","71.49","71.49","71.49","71.49","71.49","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","71.0","70.99","70.73","70.25","69.86","69.39","69.01","68.5","68.08","67.72","67.23","66.79","66.38","65.96","65.43","65.05","64.66","64.23","63.78","63.38","63.03","62.58","62.23","61.78","61.38","60.98","60.58","60.18","59.78","59.38","58.98","58.58","58.18","57.78","57.43","70.0","73.62","73.62","73.62","73.62","74.64","73.36","72.89","72.49","71.99","71.59","71.13","70.72","70.36","70.07","69.84","69.65","69.39","69.17","68.92","68.65","68.41","68.22","67.98","67.75","67.53","73.62","73.62","73.62","73.62","73.62","80.0","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","73.62","83.84","75.0","75.0","83.01","83.01","83.01","83.01","83.85","83.85","83.9","83.9","83.9","83.9","83.75","210","0"
"8985553","199.0","187.9","199.0","199.0","190.7","199.0","194.9","199.0","204.0","199.9","194.9","194.7","194.7","189.9","194.7","194.7","194.5","194.49","194.49","189.9","189.9","189.9","189.5","183.0","183.0","185.0","180.1","180.1","180.08","180.0","172.9","172.9","178.1","178.1","178.1","180.0","179.49","180.06","180.06","180.0","179.99","178.0","178.0","178.0","179.0","179.0","179.0","179.0","179.0","174.6","174.5","172.6","172.6","172.6","172.6","172.6","174.6","174.6","174.6","174.6","174.6","178.98","182.0","182.0","182.0","182.0","181.0","182.0","191.5","191.5","191.5","191.5","199.0","199.7","199.7","199.7","199.7","199.7","199.7","199.7","199.7","201.1","189.0","189.0","189.0","189.0","199.75","199.75","189.0","189.0","189.0","189.0","189.0","196.95","196.95","195.95","189.0","189.0","192.1","189.0","188.95","188.85","188.4","187.95","187.6","187.15","186.75","186.35","186.0","185.55","185.15","184.75","184.4","183.95","183.55","183.15","182.75","182.35","182.0","181.55","181.09","180.69","180.17","179.77","179.32","178.89","178.51","187.9","188.89","187.9","188.89","189.0","189.0","189.0","208.36","207.9","207.9","207.02","206.56","206.56","206.34","189.0","202.9","189.0","189.0","202.9","189.0","204.9","204.9","204.9","189.0","189.0","189.0","189.0","204.9","208.99","208.99","189.0","189.0","208.99","208.99","208.99","212.9","212.9","212.9","212.9","212.9","212.9","212.9","212.9","212.9","212.9","212.9","220.0","220.0","220.0","220.0","220.0","250.0","250.0","250.0","224.95","223.9","223.9","223.9","223.9","223.9","250.0","230.0","230.0","209.9","209.9","209.9","209.9","209.9","209.9","230.0","230.0","230.0","230.0","230.0","230.0","230.0","230.0","199.0","199.0","199.0","199.0","199.0","199.0","210","0"
"8758228","64.5","64.49","64.3","64.3","64.3","64.3","64.5","64.8","64.79","64.79","64.79","64.79","62.9","63.99","63.99","63.99","63.99","63.99","63.99","63.99","63.99","64.79","64.5","61.0","60.0","59.99","59.9","59.7","59.69","57.72","56.99","57.0","57.0","56.0","56.0","56.0","56.0","56.0","56.5","56.99","56.5","56.5","56.8","55.9","55.9","55.9","55.9","56.5","56.99","56.98","55.9","55.9","55.9","55.9","56.99","57.0","57.0","57.0","55.9","55.9","57.0","59.69","57.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","55.9","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","64.5","65.0","64.5","64.5","64.5","64.5","64.5","64.5","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","65.0","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","74.6","74.6","74.6","74.6","74.6","74.6","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","74.6","69.95","69.95","69.9","69.9","69.9","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.95","69.85","69.85","69.85","69.85","69.85","69.85","59.0","59.0","59.0","59.0","59.0","59.0","59.0","69.9","69.9","69.85","69.85","69.9","69.9","69.9","69.9","69.9","210","0"
"8999919","141.38","143.0","146.0","148.0","150.0","150.0","150.0","145.0","145.0","145.0","145.0","145.0","149.9","149.9","149.69","149.59","148.35","148.27","147.98","147.78","147.81","149.0","149.85","149.71","149.61","149.8","149.9","149.8","149.0","149.8","149.8","149.8","149.9","149.9","149.0","149.9","149.9","149.9","149.9","149.9","149.0","149.9","149.9","149.9","149.9","149.9","149.9","149.9","149.9","154.0","154.0","154.0","154.0","154.0","154.0","154.0","154.0","153.9","154.0","154.0","154.0","154.8","154.9","154.0","153.9","153.8","153.8","153.8","149.99","149.0","149.9","149.0","149.0","149.0","149.0","149.0","149.0","148.9","148.75","139.84","139.84","147.85","147.8","147.78","139.84","139.8","138.8","137.85","137.45","136.35","135.3","134.15","133.2","133.85","134.75","135.0","134.85","134.8","134.75","133.25","133.2","133.0","133.0","133.0","133.0","122.99","133.0","133.0","133.0","132.99","132.9","132.8","132.65","132.7","132.65","132.65","132.95","135.0","134.9","135.9","132.7","135.7","135.6","135.5","135.2","135.09","134.9","134.29","133.75","133.65","133.25","132.75","132.35","131.45","130.85","130.35","130.3","130.15","129.65","128.95","128.85","128.85","128.85","128.7","128.7","128.6","128.6","128.45","128.45","128.45","128.45","128.45","128.4","128.25","127.75","128.0","128.1","128.0","128.1","129.9","129.8","128.09","134.0","133.87","133.87","133.87","142.84","143.0","140.66","109.19","140.56","140.56","140.5","135.16","134.85","134.5","134.5","134.5","134.5","134.5","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","128.85","128.9","130.8","131.44","130.8","131.44","131.4","131.0","130.85","129.85","129.35","129.05","128.15","127.31","126.3","125.7","125.25","124.2","124.2","124.2","124.2","123.1","210","0"
"3136502","50.57","50.95","50.95","50.95","51.0","53.97","54.0","55.0","55.8","55.81","55.81","55.9","55.9","55.85","55.8","55.7","55.63","55.6","55.6","55.59","55.58","55.58","55.53","55.59","55.5","55.49","55.48","55.49","55.48","55.39","55.3","55.29","55.3","55.29","55.3","55.29","55.3","55.3","55.3","55.3","55.3","55.29","55.29","55.59","55.56","55.52","55.49","55.28","55.3","55.28","55.3","55.28","55.28","55.3","55.1","55.28","55.2","55.1","55.1","55.0","54.8","54.6","54.55","54.53","54.47","54.43","54.1","54.09","53.29","53.24","53.2","53.19","53.19","53.19","53.3","53.3","53.35","53.99","54.0","53.9","53.9","53.9","53.9","53.9","53.9","53.24","53.24","53.24","53.2","53.2","53.2","53.15","53.2","53.1","53.0","52.59","52.84","52.8","52.79","52.7","52.65","52.75","52.85","52.66","52.69","52.74","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","52.0","51.99","51.9","51.85","51.8","51.8","51.79","51.79","51.75","51.0","50.95","50.95","50.95","50.95","50.95","50.9","50.85","49.9","49.9","49.9","49.9","49.89","49.7","49.6","49.55","49.5","49.7","49.6","49.4","49.15","48.95","48.75","48.9","48.99","48.99","48.95","48.9","48.8","48.9","48.9","48.9","48.85","48.85","48.85","48.85","48.9","48.85","48.85","48.9","48.8","48.74","48.73","48.72","48.65","48.65","48.65","48.72","48.72","48.7","48.72","48.9","48.9","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","48.8","47.9","47.9","47.9","47.9","48.5","48.5","48.5","48.5","48.9","48.9","48.0","48.0","48.0","48.9","48.9","48.9","48.9","48.9","48.9","48.9","210","0"
"6744233","109.54","109.44","109.34","109.26","109.19","109.08","109.02","108.93","108.85","108.73","108.68","108.62","109.9","110.9","112.9","113.0","114.67","114.67","112.9","113.65","114.5","113.35","113.9","114.5","113.7","114.84","114.7","113.5","113.45","113.4","113.35","113.95","113.95","113.95","113.95","114.0","114.9","122.9","122.9","129.8","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","129.9","130.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","130.0","130.0","130.0","130.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","160.0","160.0","160.0","160.0","160.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","130.0","160.0","160.0","160.0","160.0","160.0","160.0","130.0","130.0","160.0","160.0","160.0","160.0","160.0","160.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","170.0","170.0","170.0","170.0","170.0","170.0","170.0","120.0","120.0","120.0","120.0","170.0","120.0","120.0","120.0","120.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","120.0","120.0","160.0","160.0","120.0","120.0","160.0","160.0","120.0","120.0","120.0","120.0","120.0","120.0","160.0","160.0","160.0","160.0","120.0","120.0","120.0","120.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","160.0","120.0","120.0","120.0","120.0","160.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","120.0","210","0"
