"","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","sequence_length","seq_start"
"8784094","135.5","135.72","135.72","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","134.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","131.0","132.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","131.0","128.9","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.8","128.5","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","122.0","120.0","120.0","120.0","120.0","119.9","119.9","119.9","120.0","120.0","120.0","120.0","120.0","128.0","128.8","128.8","128.8","128.8","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","128.0","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","127.9","210","0"
"5535970","22.9","22.9","22.9","22.9","24.88","21.6","21.6","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","24.87","24.87","24.87","22.9","22.9","22.9","24.87","24.87","23.5","24.87","24.87","24.87","24.87","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.9","22.43","22.43","22.9","22.9","22.9","24.5","24.85","24.85","24.85","24.85","24.85","24.85","24.87","24.87","24.87","24.87","24.87","24.85","24.84","24.85","24.85","24.85","24.85","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.4","24.4","24.4","24.87","24.4","24.4","24.87","24.87","24.87","24.4","24.4","24.87","24.87","24.87","24.87","24.87","24.18","24.18","24.18","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.87","24.89","24.87","24.87","24.87","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.89","24.87","24.82","24.9","27.9","27.9","27.9","27.85","24.79","24.45","24.5","24.5","24.5","24.5","24.5","24.5","23.9","23.9","23.9","23.9","23.9","23.9","23.9","24.5","24.5","23.9","23.9","23.9","23.9","23.9","24.5","210","0"
"9820435","58.95","58.95","58.95","58.95","58.95","58.95","58.95","58.95","58.9","58.9","58.7","58.7","58.7","58.7","58.8","58.9","58.9","58.9","58.95","58.95","58.95","58.9","58.9","58.9","58.9","58.9","58.9","58.85","58.85","58.85","58.85","58.85","58.9","58.0","58.5","58.5","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","58.9","63.5","63.5","63.5","63.5","63.5","63.5","58.9","63.5","63.5","63.5","63.5","63.5","63.5","55.3","55.3","55.3","63.5","58.9","58.9","58.9","64.9","64.9","64.9","64.9","64.9","64.9","64.9","58.8","58.8","58.8","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","55.99","55.99","55.99","79.0","79.0","79.0","79.0","54.9","79.0","54.89","54.89","54.89","54.89","54.89","54.89","54.89","54.89","54.89","54.89","54.89","54.89","54.89","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","54.9","57.99","57.99","57.99","57.98","57.98","57.98","57.98","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","54.99","210","0"
"7282995","134.3","133.75","133.48","133.09","132.44","131.23","129.99","128.73","100.8","132.75","132.69","132.65","132.45","144.0","144.0","143.54","159.39","159.4","159.4","159.39","159.34","159.33","159.3","159.39","159.4","175.79","175.79","175.79","175.79","175.79","175.75","175.7","175.69","175.69","175.69","175.69","175.68","175.68","175.68","175.68","175.68","175.68","175.68","175.68","175.66","175.66","175.66","175.66","175.65","175.47","175.3","175.3","175.3","175.0","174.54","173.87","175.39","174.89","174.89","174.89","141.19","141.0","140.8","140.42","140.37","140.2","140.2","140.0","139.85","139.14","138.2","138.0","137.38","137.3","137.25","136.66","136.42","136.42","136.5","135.9","135.89","135.79","135.24","134.5","134.28","133.79","133.14","132.45","132.74","132.65","132.4","131.91","131.3","130.99","130.83","130.47","129.14","128.9","128.75","128.56","128.19","127.83","127.62","127.57","128.09","127.87","127.63","127.45","127.1","127.04","126.96","126.87","126.75","126.51","126.3","126.34","126.34","126.49","126.49","126.49","126.49","126.49","126.49","126.49","132.44","135.17","134.0","135.11","135.15","135.15","135.15","135.15","135.15","135.15","135.15","135.15","135.05","134.15","131.95","130.85","129.1","128.85","127.65","127.65","131.0","131.0","130.9","130.76","130.0","129.7","129.7","129.9","129.85","129.6","128.7","127.85","127.64","127.64","127.6","127.51","127.3","126.75","125.85","127.14","126.7","126.54","126.5","126.3","124.9","123.45","123.06","122.88","122.65","122.2","121.8","121.45","121.05","119.75","117.87","117.38","116.9","118.2","121.55","121.2","121.19","121.19","121.0","120.7","120.64","120.64","120.64","120.5","120.5","120.5","120.5","120.4","120.38","120.3","120.3","120.3","120.3","120.28","120.3","120.28","120.28","120.28","120.28","120.28","120.28","120.3","210","0"
"7426369","295.85","296.98","296.98","296.98","296.98","296.98","304.4","303.75","302.79","299.9","297.69","297.5","297.39","301.2","301.0","300.9","300.1","300.1","300.69","300.71","300.51","300.5","300.1","299.71","299.66","299.6","299.21","299.0","299.9","298.81","298.7","299.0","298.81","299.0","299.9","299.9","304.8","304.2","304.0","302.9","303.9","302.5","301.8","300.0","299.2","298.95","299.0","299.1","298.0","296.56","295.0","294.75","293.81","293.75","292.4","290.7","290.4","289.0","288.8","288.5","287.5","286.6","286.11","284.81","283.76","282.11","281.0","281.8","282.5","281.95","282.5","282.4","282.4","282.4","282.4","282.2","282.0","280.0","278.9","278.5","278.45","282.2","280.45","278.99","278.99","278.99","278.99","279.6","278.99","279.0","278.69","278.54","278.1","277.1","276.9","276.1","275.65","275.15","274.45","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","274.0","273.5","273.5","273.5","273.5","273.5","273.5","273.5","273.5","273.5","273.5","273.5","273.5","273.5","274.0","273.5","273.0","273.0","273.0","273.0","273.0","272.8","272.95","273.0","273.0","273.0","272.95","272.0","271.95","271.7","271.5","271.5","271.5","271.5","271.35","270.85","270.0","270.0","269.35","269.35","269.3","268.8","268.5","267.8","267.6","266.75","266.75","266.5","267.0","267.0","266.5","266.35","266.0","266.0","266.0","265.0","264.5","264.49","264.49","264.0","264.0","263.5","263.5","263.5","263.0","263.0","262.5","262.5","262.5","262.0","261.5","261.0","261.0","260.5","260.5","260.5","260.5","260.0","260.0","260.0","260.0","260.0","260.0","259.5","259.0","259.0","259.0","268.8","268.8","268.8","268.8","268.0","210","0"
"9412950","108.3","107.8","107.3","107.15","106.7","106.45","108.0","108.95","106.5","109.0","108.95","109.0","108.75","108.4","108.35","108.05","108.25","109.54","109.49","109.27","108.83","108.38","107.9","106.65","106.14","105.67","105.29","105.09","105.0","107.95","107.79","107.65","107.53","107.38","106.95","108.0","109.0","109.0","108.8","108.3","108.0","107.9","107.52","106.94","106.45","105.98","105.9","105.85","105.75","105.55","105.4","105.2","105.1","105.0","104.7","104.19","103.45","103.0","102.9","102.75","102.3","102.28","102.16","102.1","101.99","101.75","101.59","101.6","102.0","103.0","102.98","102.97","102.99","102.94","102.88","102.67","102.5","102.26","102.2","101.9","101.7","101.58","101.1","101.44","101.38","101.6","101.58","101.59","102.5","102.4","102.0","101.5","102.0","101.93","101.9","101.97","101.8","101.7","101.8","101.8","101.8","101.8","101.8","101.79","101.75","101.65","101.5","101.34","101.09","100.99","100.7","100.59","100.43","100.18","99.81","99.31","99.24","98.99","98.59","98.43","98.0","97.78","97.5","97.39","97.14","96.98","96.5","96.36","96.3","96.3","96.29","95.95","95.89","95.85","95.75","95.55","95.05","94.65","93.98","93.48","93.05","92.73","92.63","92.53","92.45","92.36","92.33","92.08","92.0","91.9","92.95","92.93","92.92","92.89","92.83","92.67","92.4","92.24","91.98","91.87","90.98","90.73","90.29","89.95","89.78","89.43","89.19","88.88","88.7","88.43","88.27","88.08","87.98","88.0","90.85","90.15","89.94","89.45","89.0","89.33","89.2","88.87","88.0","88.0","88.0","87.99","87.97","87.88","87.89","87.87","87.52","87.48","87.54","87.54","88.79","90.99","92.3","92.14","91.99","91.99","91.99","91.55","90.75","89.95","89.1","88.5","88.5","88.5","88.5","87.45","210","0"
"3656048","22.0","26.9","26.9","26.9","26.9","20.99","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","25.91","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.8","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","24.5","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.9","19.89","19.89","19.89","19.89","19.89","19.89","19.89","19.89","19.8","19.8","19.8","9.0","19.8","19.8","19.8","19.8","19.8","19.8","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.75","19.66","19.75","19.75","19.75","19.75","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.9","22.89","19.9","19.9","19.9","19.9","19.9","19.9","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","19.8","21.0","22.89","21.0","21.0","21.0","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.89","22.8","22.8","22.8","22.8","22.8","22.8","210","0"
"8864161","144.66","144.49","144.44","144.37","144.34","144.34","144.34","144.0","144.0","143.99","143.43","143.38","138.96","138.95","138.9","138.0","137.99","137.98","137.88","137.0","137.88","136.9","136.89","136.89","136.89","136.87","136.85","136.7","131.8","131.79","126.8","131.6","131.4","136.3","131.4","131.39","131.69","131.69","131.67","131.67","131.69","131.67","131.65","131.65","131.64","131.63","131.61","131.6","131.58","131.58","131.57","131.57","131.57","131.55","131.55","131.55","131.55","131.55","131.55","131.51","131.51","131.51","131.5","131.48","131.43","131.4","131.37","131.36","131.35","131.28","131.27","126.27","126.27","126.27","126.48","114.5","131.28","137.99","139.0","137.99","134.0","133.99","133.98","129.0","128.99","134.08","134.09","133.98","133.93","133.94","133.93","126.4","128.7","133.89","133.87","133.87","133.87","133.87","133.86","133.85","133.78","133.78","133.75","133.73","133.73","133.7","133.7","133.69","133.68","133.58","133.5","133.39","133.26","133.19","133.1","132.99","132.93","132.85","132.78","132.65","132.5","132.48","132.43","132.33","132.3","132.2","132.19","132.05","132.05","132.04","131.9","130.99","130.99","130.89","130.8","130.8","130.74","130.65","130.59","130.55","130.49","130.47","130.46","130.45","130.44","130.0","129.94","129.93","129.85","129.85","129.84","129.8","129.77","129.76","129.65","129.62","129.62","129.59","129.58","129.55","129.55","129.54","129.47","129.46","129.46","129.45","129.42","129.35","129.35","129.29","129.2","129.16","128.99","128.97","128.93","128.93","128.76","128.75","128.74","128.7","128.58","128.55","128.53","128.4","128.38","128.36","128.33","128.28","128.24","128.24","131.0","131.0","131.38","131.34","131.32","131.29","131.16","131.25","131.24","131.24","131.22","131.18","131.09","130.99","130.99","131.0","131.0","131.0","131.0","131.0","210","0"
"9402788","71.99","71.99","71.8","71.4","71.3","71.0","70.9","70.9","70.9","70.0","70.0","70.0","70.0","70.0","70.0","70.0","70.0","69.99","69.99","69.99","69.99","69.99","69.99","69.99","69.99","69.99","69.99","69.99","69.99","70.49","70.49","70.49","70.49","77.0","77.0","77.0","77.0","77.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","85.0","84.9","84.9","84.9","84.9","84.9","84.9","79.0","79.0","79.0","81.0","81.0","81.0","80.0","80.0","79.99","79.0","78.99","78.93","78.0","77.45","76.9","76.9","74.95","74.9","74.5","74.1","73.7","73.3","68.99","68.85","68.7","68.6","68.6","68.5","68.4","68.3","68.15","74.0","74.0","74.0","74.0","74.0","73.0","73.0","73.0","72.99","72.99","72.99","72.4","72.4","69.0","68.0","68.0","68.0","68.0","68.0","69.0","68.0","68.0","68.0","68.0","68.0","68.0","67.9","67.0","66.9","66.7","66.7","66.7","66.7","66.69","66.69","66.69","66.69","66.65","66.51","66.08","66.08","66.08","65.99","65.99","65.99","65.99","65.99","65.99","65.99","65.99","65.99","65.99","65.99","65.98","65.93","65.71","65.45","65.24","65.03","65.03","65.0","64.94","64.58","64.34","64.05","64.05","63.8","63.76","63.53","63.45","63.4","63.39","63.39","63.39","63.39","63.39","63.39","63.39","63.39","63.39","63.35","63.3","63.12","62.94","62.76","62.5","62.49","62.46","62.46","62.46","62.46","62.29","62.29","62.28","62.21","62.02","61.93","63.93","63.79","63.79","63.79","63.79","63.67","63.45","63.26","63.17","62.79","62.56","62.5","62.42","61.91","61.48","60.99","59.27","59.27","59.27","59.27","54.7","210","0"
"9329087","73.3","73.0","72.8","72.6","72.56","72.57","72.6","73.98","73.99","72.59","72.58","72.57","72.57","73.9","73.72","73.59","73.34","73.25","73.15","73.14","72.95","72.83","72.7","72.23","71.8","71.41","70.96","73.69","73.65","73.64","74.0","74.0","76.49","79.0","79.0","79.0","79.0","79.0","78.99","78.99","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","79.0","99.0","99.0","99.0","99.0","94.9","94.9","94.85","94.85","94.8","94.8","94.8","92.9","92.89","92.19","92.1","92.03","87.98","84.9","84.9","84.9","83.0","82.95","82.92","82.9","82.88","80.87","80.83","80.82","80.81","78.85","78.84","78.84","80.77","80.71","80.7","80.71","80.72","80.72","80.7","80.67","80.5","80.49","80.0","80.48","80.45","80.42","80.42","80.42","80.41","80.39","80.39","80.39","80.32","80.29","80.28","80.28","80.0","79.99","79.98","79.96","79.9","79.83","79.79","79.75","79.72","79.65","79.63","79.6","79.37","79.3","79.27","79.2","79.19","79.0","78.29","78.25","78.2","78.09","78.09","78.03","77.99","77.88","77.83","77.69","77.55","77.55","77.5","77.43","77.39","77.35","77.29","77.24","77.11","77.07","76.98","76.97","76.97","76.95","76.93","76.89","76.9","76.8","76.0","76.0","76.0","76.0","75.99","75.99","75.98","75.94","75.94","75.9","75.89","75.95","75.88","75.87","75.0","74.98","75.0","75.94","75.95","75.95","75.95","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.94","75.9","75.9","75.9","75.9","75.9","75.9","75.9","75.9","75.9","75.9","75.9","75.9","75.9","210","0"
"6918686","134.5","133.65","133.05","132.7","132.25","136.15","136.15","136.12","132.78","131.71","136.1","136.05","136.0","136.0","135.8","135.8","135.8","135.8","135.79","135.5","135.81","135.71","135.69","135.3","134.92","135.25","134.0","134.0","134.0","134.8","134.5","134.2","134.0","134.0","134.0","134.0","134.0","134.01","136.31","136.31","145.0","144.85","144.7","144.5","144.7","145.7","145.7","138.31","138.31","138.31","138.31","138.31","145.3","145.3","145.3","145.3","145.9","145.88","145.5","145.5","145.5","129.2","129.2","129.2","129.2","144.41","143.8","128.15","129.2","128.15","129.2","130.17","130.17","131.23","130.17","130.17","139.0","124.13","125.14","124.13","124.13","135.3","135.3","135.3","125.14","124.13","125.14","125.14","124.13","124.13","124.13","124.13","125.14","124.13","138.05","138.0","138.0","125.14","125.14","125.14","134.85","134.25","134.3","134.0","134.7","125.14","125.14","125.14","125.14","127.35","139.0","125.14","140.0","140.0","139.95","139.7","139.69","139.4","139.0","138.95","138.5","138.5","138.4","138.2","138.2","138.2","138.0","135.0","135.0","138.0","138.0","138.0","135.0","135.0","138.18","135.0","135.0","139.8","139.65","134.75","134.8","134.8","138.0","135.0","138.0","137.9","137.85","137.85","137.6","137.59","137.5","137.49","137.4","137.35","136.95","137.0","135.0","137.4","135.0","137.4","135.0","137.4","135.0","135.28","135.28","134.99","127.0","127.0","125.0","125.0","125.0","125.0","124.0","136.4","125.0","136.4","136.4","125.0","136.4","136.4","125.0","136.4","125.0","125.0","144.99","144.99","125.0","144.99","131.0","144.99","131.0","131.0","131.0","131.0","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","144.99","210","0"
"8239538","132.9","123.99","123.99","132.9","132.9","132.9","132.9","132.98","129.9","129.9","132.9","132.9","127.0","127.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","132.0","131.5","131.49","131.45","131.44","131.4","129.0","129.0","128.9","128.0","127.9","127.9","127.0","127.0","126.8","126.8","126.8","126.8","126.8","126.6","126.5","125.95","125.54","125.05","124.65","124.25","123.85","123.45","123.05","122.64","122.18","121.74","121.3","120.84","120.39","119.97","119.54","119.06","118.69","118.27","117.85","117.43","116.98","116.54","116.13","115.7","115.27","114.81","114.39","113.96","113.52","114.65","114.65","114.66","114.65","116.89","116.89","116.89","116.89","116.89","116.89","116.89","116.89","116.85","116.85","116.85","116.85","116.85","116.85","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.4","116.3","116.29","116.28","116.27","116.25","116.24","116.23","116.22","116.09","116.08","116.08","116.08","116.0","111.0","110.0","110.0","110.0","110.0","110.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","114.0","113.99","113.99","113.98","113.98","113.98","113.9","113.88","113.85","113.85","113.85","113.85","113.8","113.7","113.45","113.17","112.94","112.68","112.45","112.23","111.98","111.74","111.49","111.26","111.0","110.84","111.49","111.49","111.48","111.48","111.48","111.45","111.43","111.38","111.35","111.3","111.27","111.27","111.22","111.15","110.97","110.96","110.96","114.0","114.0","114.0","114.0","114.0","114.0","114.3","114.3","114.3","114.3","114.3","114.68","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","114.3","111.91","210","0"
"9845360","149.0","137.67","137.67","137.67","137.67","137.67","145.0","144.0","145.0","145.0","144.9","144.9","144.89","139.0","134.1","139.0","144.9","144.9","138.9","138.9","144.9","144.9","138.9","138.9","138.9","138.9","138.9","138.9","138.9","138.9","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","138.0","129.0","129.0","138.0","138.0","138.0","138.0","138.0","138.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","138.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","109.0","109.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","128.0","128.0","128.0","128.0","128.0","129.0","129.0","129.0","128.0","128.0","128.0","127.0","127.0","127.0","127.0","127.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","129.0","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.9","128.0","128.0","128.0","126.0","126.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","128.0","126.0","210","0"
"9941623","398.65","398.0","398.9","398.9","398.5","398.0","398.0","398.0","397.2","397.2","397.2","397.2","396.9","396.5","396.4","396.0","396.0","396.0","396.0","385.0","384.95","385.0","385.0","385.0","385.0","385.0","384.77","384.12","381.9","380.5","378.8","377.95","377.0","375.44","375.7","374.8","374.6","374.6","374.6","374.6","374.4","374.2","373.1","372.9","372.0","371.59","371.3","370.45","369.7","368.32","367.0","366.8","366.8","366.5","365.89","365.2","365.18","366.4","366.0","365.88","366.0","375.72","375.7","375.55","375.0","374.5","374.5","374.0","373.15","372.4","359.0","358.3","356.0","355.88","355.85","355.4","354.5","353.25","352.3","350.5","349.99","350.0","349.0","348.0","348.0","348.0","348.0","351.5","351.4","350.95","348.0","347.5","347.0","346.3","345.99","346.0","345.87","345.37","345.3","345.2","345.0","345.0","345.47","344.99","344.0","343.74","342.95","342.7","342.0","341.8","341.5","341.27","341.0","340.9","341.0","340.9","340.9","340.9","341.0","340.9","341.0","341.0","341.0","346.0","346.0","346.0","346.8","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.9","346.5","346.0","346.45","346.45","346.3","346.0","346.0","345.7","345.0","344.45","344.27","343.5","339.9","339.9","339.9","339.5","339.0","337.54","337.5","336.34","336.34","337.22","344.33","344.5","344.0","344.3","343.95","343.95","343.5","343.5","342.5","341.0","314.1","332.9","332.9","332.69","332.3","331.3","330.5","329.5","328.8","328.15","328.0","327.88","324.85","324.0","323.0","321.5","321.0","320.89","319.9","319.69","319.5","325.52","325.52","330.0","348.9","325.52","348.9","348.99","375.0","348.85","348.85","348.85","375.0","374.0","374.0","374.0","374.0","374.0","374.0","374.0","373.95","210","0"
"8395434","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","113.9","117.88","117.88","117.88","117.89","94.9","94.9","94.9","94.9","94.9","94.9","117.9","94.9","117.9","119.0","119.0","119.0","119.0","119.0","119.0","119.0","119.0","117.9","117.9","117.88","117.88","117.88","117.88","117.88","117.88","117.88","117.88","117.88","117.88","117.88","117.88","117.88","117.88","119.0","119.0","119.0","119.0","119.0","119.0","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","123.0","121.99","121.99","121.99","121.99","121.99","105.75","105.75","105.75","121.95","108.6","108.6","108.6","108.6","121.99","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","121.99","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","108.6","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","121.99","108.6","108.6","108.6","108.6","108.6","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.95","121.99","121.99","121.99","121.99","121.95","121.95","121.95","121.95","121.95","121.95","121.95","210","0"
